label,sentence
1,@histwinklingeye nothing happyy and writing a storyy 
1,@Ianjamespoulter USGA's gotta keep up w/ those big ole honkin' drivers you guys hit! 
1,Kopje cup-a-soup drinken 
1,Good Morning...Went to the gym in hopes of my cramps going away and it worked...Just left w/ a clear mind and an open heart. Smile often 
1,@KayTBeth they're working...I'm seeing them. 
1,just got out....not as bad as I was expecting 
1,"@Maisulin: Near school. We went around the district 1, ate spaghetti, then visited bookstore, Nowzone. We ate a lot together  So much fun"
1,We're starting work on our new student short film - Carjacked.  Join our Facebook page - Carjacked 
1,is ON!!!!!! 
1,@_sophielouise yehh got my tickets  going early again?xx
1,@Amazing_stephy um uh duh dnt think i wld kno that i say nicca bc thats da way i say it silly lady  lol
1,The new Safari feels faster too. I hope it lasts 
1,@JustBrad7500 Arggh I am very jealous    Havn't been on Xbox in ages :|   I am pretty good thanks m'love (Y) x
1,I really think another trip to the maldives would be the best thing all round.  Ahh paradise!
1,explaining konati how twitter is working   
1,nina text me saying...i just bumped into gofie at our hotel! phhaa  x
1,"Haha, I just saw one of my tweets have  'OMB' on it. ) OMG. "
1,is back at work. 
1,Been really busy...I'm convert my recipe database over to wordpress  http://www.cookin-at-home.com
1,just got home. watching cupid 2009 ep 6! 
1,40 mins till lunch. Then 3 1/2 hours till I go home 
1,porscha you have c3 
1,"@brainstuck I know, you have all bakwaas feeds. ;) Mine are all useful and nice blogs "
1,"@scolvey There are things like www.solarimpulse.com, which might one day lead to something more commercial, but airliners seem unlikely "
1,"showaaaaaaaah and singing obnoxiously loud, again "
1,@I_Love_titties That's right. I said boobies 
1,@Kiitchy it's sunny but very windy. Just said hi to your mother today 
1,@RamaDimas thank you darling  http://myloc.me/41Kq
1,@brianmackey Good article about SOHO Brian!  Thanks for dropping our name!  
1,"Busy day 2day, 1st time had chance to twit really...so hello peeps, hope ur days r goin well "
1,"@MATTHARDYBRAND you are so lucky to have such good friends, but I'm sure you already knew that "
1,Been writing acrostics 
1,thx for the comment  ... btw what should i do with my hair? it's a concert so i have to look good 
1,@Karen230683 Hello. I'm a new follower and I actually do speak 
1,"Yaay, can't wait 'til next gig! And today I'm  concluding an agreement and from Oct I'll have a new place place to leave in Warsaw "
1,"@aliceinthewater i dunno, lemme ask some of my gay friends what Teh Gay Agenda e-mails they get daily have to say "
1,*dead* @ImDarkSkin formally known as @TheLightSkinWay for the name change... Some of yall r too crazy for me!!! LOL 
1,"Syifa texted me just now. Thanks looveee, i feel a lot better "
1,@ifpetscouldtype Thx!  Furbaby smooches are my 2nd favorite kind of smooch...after my honey @bunnyprincesse  
1,@tjeffrey never too early - 10am is late in some cultures 
1,@DIYSara Sounds like a wonderful day planned for tomorrow.  It should bring you smiles today thinking about it &amp; looking forward to it. 
1,"@AmberCadabra Nah, most people don't know that. And those who do have spent way too many hours with National Geographic. "
1,@anish_sinha did before you 
1,@TheFirstSight @RightHereWithMe I'll ask for them... for you  haha
1,"@mommydaddyblog haha Well hey, that can work too... as long as you wing it diligently LMBO! "
1,"someday, i will thanking you guys.. =D.. So thank you "
1,@_CrC_ mornin' fella! Hey...tell those hot dancers they need to get on twitter! Let's Groove This! 
1,is doing pointless quizzes on Facebook but not publishing them so i don't annoy people 
1,new day!!! time to get it started!!!! 
1,@ladyrepublica Good luck 
1,"@blushink Wow! Lots of pics  I'm afraid to go through all of mine..I'm supposed to get them this weekend, I think."
1,good morning tweets!  here's hoping we all get some sales today!  
1,"Well , I havent been on in a while soo heres an update  , Me and Him are OVER ! , but were friends which is good "
1,Happy Birthday @FlyAArmy Hope that your day is extra special!! I couldn't resist this...  â« http://blip.fm/~8bhbs
1,@alieninmusic pre-excitement - there's nothing like it  sounds almost like a catch phrase
1,@Brantanamo Ant please can you say hey to cara and nina!! Your so awesomee!!  x
1,"@ThingsMomsLike o wow, huge prize! congrats to her "
1,@msstacy13 Thanks for the great reggae classics 
1,today is a strange day! 1st a long morning just trying to get up and THEN no one is @ work!! hummm smth fishys going on!   &amp; weird dream
1,HAPPY JONAS DAY!!!! 
1,"@frannykirbs oh she's absolutely lovely. And when she was born she was bald, but now has amber coloured hair! No one else has it. "
1,@clumsyclover extra money IS nice! 
1,hey @andyclemmensen big fans  just wanted to say were here to show you all the support you need xxx
1,"@sharimaurer Whoops, that last tweet was for you. "
1,@Freesia13 My daughter got a pink LG cookie recently and it seems like a decent phone. She hasn't complained about anything on it....yet! 
1,so sick of this rainy weather.. cmon someone brighten my DAY!! 
1,"Trying to reach 4,000 followers by day's end!  Pls help out!  Need 82 more as of now  (via @AlexsLemonade)"
1,Nothing is going to stop me! 
1,"@Teifion @kgallo That's what I thought, too. It looks like @cyrisflare's manager is getting outvoted. "
1,Wow you can get tired reading the morning news.  School cut backs are still in the picture for Kansas.  Kids still coming in the door 
1,Listening to reports that Letterman apologized!  Did he read my blog? He sure did follow its advice.   http://www.nancybabcockwrites.com
1,@cjsier I was sending it to @bradcoy but somehow I goofed.  Happy Birthday to the both of you!  
1,waking up to a new day 
1,@MajaFlowerPower you're so nice. Great you got Twitter 
1,wants to read a lot  / Obsessed premiere &lt; SO EXCITED XD
1,@bndesign thanks 
1,"hey im back.i wish i got the bigger smoothie, but thats life "
1,@babyitssel Thank you  &lt;3
1,on my way to J..  wohow
1,@fricky what is your daily coffee dosage ?  : curious :
1,@FollowSlendah excellent! glad he is doing so well. I'm feeling better- got the faith life straightened up. my icon is a really old pix. 
1,@Aileesa: I've always had a thing for the color grey. Haha~ 
1,@Greyhawk68 And you have the gall to correct me re: diet coke vs. diet pepsi???  
1,@JJNextGenTV Yeah it kind of is.  Bad points will b snoring &amp; smoking area next to compartment but I gave up complaining abt that long ago
1,"is thinking,should i clean the kitchen or go in the garden and read and have a coffee....oh....i so cant decide "
1,@tonyhawk what a doll baby... thx 4 sharing 
1,completely revamping a business model for a customer...that's always fun. 
1,156. And I thought the answer was 42?!?!?!  
1,Good Morning Twittville.  How are the fine people of Twitter doing today? Its sunny in Santa Cruz....  we like that. Coffee time...
1,"why am i not asleep? i love it here so much. when im famous, im so gonna hsve multiple concerts here "
1,@PersiaRose @LeetMouse @m_33 @kaotic2 @cinebo thanks for your birthday salutations!  U guys are the best ! 
1,lol being followed by a cartoon baboon 
1,"@awesomejosh Thanks for correcting my spelling mistake Josh lmao. Hope you did well, WERE DONE  !!"
1,update time 
1,our designer broke the build 
1,This will be great!! I'll play you once it's up. @LStacey: Oooh.  What's this all about?  http://twitter-pong.com/ (I know really) 
1,"I've been sick and staying at my mum's... hence lack of &quot;tweets&quot;. It's been cool though, I've managed to get her into King of the Hill "
1,@joeymcintyre haven't heard from you in a while. Hope you are having a good morning 
1,@andreamyers I love this too  I want a girl shirt like yours though-mine's a boy shirt
1,@GoodyGoody Glad that all is well 
1,running late again   *Auntie*To*Be*
1,has to go and buy her birthday cake in a bit 
1,"@chibbigirl Good stuff, keep dancing  Did you hear my new music show btw? You might be able to dance to some of it"
1,Idk Y Ma Daddy B Goin Out Fa Breakfazt Wen He Got a Mazter Chef At Home........Oh Wellz I Guezz Dat Meen Mo 4 Me 
1,@Danny_Turner me tooo!! So shit haha But missed ict 
1,@wHiTmEaGaN Thanks Whitley!!! lol 
1,http://tinyurl.com/n2crxz printable coupon for $5 off a $20+ purchase at Sally Beauty 
1,"@cbcradio um, via tweetdeck? "
1,@jasonarredondo My favorite is the ham and cheese! 
1,@KaraBear16 i miss you so so so so much. i'm sending you a mix CD of bands for warped! 
1,Wimbledon is approaching 
1,@ElleSergi dont forget to phone John tonight with numbers for panto at the Hipp &amp; also Summer Holiday @ the crescent theatre. 
1,"@TheJrCompositor: Good new Blog, but you spelled &quot;Organized&quot; wrong in the subject. "
1,"Going to get Lines, Vines and Trying Times NOW!!!!! Finally!!!!! "
1,"At least I got 2 free periods tomorrow, so I can sleep through them "
1,Happy father's day Daddy ^^ luv ya papa 
1,"@boodican I thought that too, but probably still worth a visit. Shouldn't pay any  attention to critics. All they ever do is criticise! "
1,@pickleberries I want to go to Murano &amp; look for glass beads! I also can't wait to visit Burano. It looks beautiful! 
1,"Tiring First Day. It rained all day. Still enjoyed it, nevertheless. "
1,PÃ¥ byen i Beijing  this could get interesting...
1,on the mend. 
1,@riotori just noticed you quoted me for @sadie_thedog 's bio 
1,@tabibonney I wanna goooo!!! Have a safe trip 
1,"Yaaay, can't wait til next gig! And I'm concluding an agreement today which means that since October I'll share a new place in Warsaw "
1,'s hair is so soft today. 
1,@carchar0th anca yemek kizlar... 
1,@mamacta I took mine out too... I blow my nose too much 
1,"And again  - Ok, I'm just going to keep shamelessly plugging http://www.acullenatheart.blogspot.com/ and @peterfacinelli"
1,Yay. Now i can update my twitter via my mobile. I feel so clever 
1,"At the pool with my old swim team  so good to see them again, even thoug i can't swim cause my throt hurt so bad :'("
1,"@CharlesTilley nah, it's not that good, but i'm okay thankyou  and you too, ear any better?! xxx"
1,Woohoo! Faith No More to play Dublin in August....excellent...I don't feel so bad missing Download now 
1,@JoAnneJoyM you should take pictures and ask them &quot;how did you get them to grow like that?&quot; amazing &quot;are they real or joke teeth?&quot; 
1,"@radiogeorge @mairigal Yep, full of intelligence, then you interrupted. "
1,what's with Hydir? He didnt even sing as well as Azhar or Ize tonight. Gosh people. Listen dah dey. Just my opinion oppss 
1,"@JesseMcCartney i am too! its going to be cool to see NKOTB also. it should be a fun time, can't wait to see you "
1,what to get husband for father's day? @squarespace help!  #squarespace
1,@candychao thanks kendz 
1,@jwilkes99999 haha that sucks but my lab let out early yay 
1,Ordered my iPhone 3G S today... yay! 
1,@SashaPanda it's fine thanks!! 
1,I'm at work!!... Eating Ana's candy! Only one cause i get to loose weight for this summer 
1,"Happy Birthday my fellow gemini @mjaphet, have a wonderful day!!! "
1,Want to win a 32GB iPhone 3G S from @theiphoneblog? Re-tweet this and check out http://bit.ly/G16Qt 
1,@indyan Cool  I haven't tried Seesmic yet. Will soon give it a try.
1,Nearly there. 
1,"Good morning, world! Great to see you "
1,@gisellenguyen i'm a frequent at the computers at the sando on a friday and i like to get girls heated online and scream out loud 
1,"TONY &amp; GUY , here I come ! "
1,"@jabberworks You too, I was glad to catch you on the corner, if briefly! Ah, maybe it was best the photo was blurry, haha! "
1,"Read&quot;The White Tiger&quot; today &amp; got 2 knw many things abt city, wic i neva knw b4 "
1,Tweeting in band haha 
1,"Had a busy day yesterday, went to some stores since they were giving away free coca cola's  went to college today and enjoying the sun now"
1,@DStuart Depends on your definition of hacking. 
1,@epicurien Goodmorning Robert! Being greeted in the morning by some is always nice! 
1,Butterfly  Jason Mraz â¥
1,@brantanamo   antony cooooome to brazil ! u can stay in my house ! 
1,Had a good time bonding with my big bro today 
1,"@waitingword hehehe yeah, it's a great thing to do...sometimes tough, cuz of he lack of money, but ultimately, it rocks! "
1,@HilzFuld BTW I never heard of Forex before I met you and have now seen two massive billboards in the last week about it 
1,Taught Rafael play Michael Buble's Sway on violin. I'm impressed he's a fast-learner.  Says he's gonna show off on Friday party. Haha
1,"@Orla__ lmao, january, i look forward to my gift wrapped anne hughes book "
1,"@_everaldo Yep, I think it's totally awesome. "
1,is at a ''holiday show'' for grocery products eating a hershy dark chocolate mini.  
1,@MariahCarey girl u look amazing when u all wet is that the real album cover?!??!!  
1,All your treats are belong to us!   http://bit.ly/hUZI4
1,@hellokeithy you're so Obsessed!!! like.. the spirit of the memoirs of the fallen angel is gettin to your body hahaha 
1,http://twitpic.com/7jjny - Pile of chairs at Geiger! And free breakfast 
1,Up and ready for another day. That is very unlike me. But i see good thing's headed this way. Or so i am hoping. 
1,@scrambledeggos Seattle is very nice. So green it reminds me of Germany 
1,"This Morning I woke up feeling like money, I jumped up, only thing on my mind MONEY MONEY MONEY!!! O and the lord for waking me up  YEE!"
1,@beesti u raise a good point! ive seen you &quot;local talent&quot; Yip Come to Dublin.oh who knows we may get brian here too  interesting!!!
1,@CaseySoftware Did you say geek flight? 
1,@TLM26 yayyyy glad u are loving sleep  it's good for you!
1,well back to reality.......i love reality though 
1,Megan's a whore 
1,@MOSSBERGDABEAST Good Morning Sunshine  - how u been?
1,@stevedangerous you're welcome  ...*especially* if you share the wealth/joy/etc if/when it all works out ;-)
1,@swiftkaratechop you mean the one for nintendo wii?? Do give some thoughts after you played it 
1,The pichuers of Miley from the kiss scene in &quot;last song&quot; were soo cute!! I cant waite too se the movie!! 
1,Just waking up!! Summer is the greatest!!  But idkk what I should do today
1,is back from a mental week  - recovery time now!! lol
1,has all of Grim Fandango on .Avi and is gunna slap it into FCP an make a movie version of this kick-ass game   ... yes im sad i know
1,Enjoying my one day of freedom! A good thing it's sunny too! 
1,@jowee28 Thank you!! 
1,Morning Twitter friends! Just now posting cause I've been busy all morning! Hope everyone is well. 
1,@SandraD haha &quot;meeting&quot;..LOL Thanks for looking 
1,@amsiebee great use of Ning site  #yzf
1,@JenTheArmyWife  i voted 
1,"@jerrellrenee good luck jerrell!!! i know you will wow them  ill be home next week, lets do lunch!"
1,"@wpbookfestival no worries,I know that @rupertg travels from far away to drink in the Blue Blazer  &amp; may be interested in WP book festival"
1,@happynotebook have fun hannah! 
1,Throwing a metal shaker box throw a shed-load of plug-ins 
1,@Coxymoney a primer?  Do you mean as in &quot;priming the pump&quot; or a base coat when painting something 
1,"@snekums I don't even get to go if I win, gotta go to work, but still, power in numbers! Hope it's #Carmen for everyone's sake! "
1,@shellieartist i have a wacom! wish I could let you borrow. 
1,@MariahCarey new background for your twitter page mariah!! it's REALLY REALLY nice   
1,Sooo happy at the moment 
1,"@JamesStevenson Me neither, i want my inFAMOUS 2 NAO! "
1,is in Hyde Park lookin at the friendly squirrel with Sally &amp; Nat  Jonas Brothers were UNBELIEVABLE!!
1,Maz is also available on sky sports via the red button 
1,woah... i found stuff at work to do.  although now what am i going to to in July? 
1,@LilBitts well chech this link out to further feed your addiction  http://bit.ly/hfaa5
1,is very boredd. yesterday was very wet goshh.. Little.Big&lt;3 haha FridayNightt  guna be a day
1,im obsessed with lady gaga -paparazzi atm 
1,@spooons that would be &quot;brakes&quot; 
1,hopes you'll be fine tmrw 
1,@_Mockingbird_  man! Walking would have been fun this morning. I woke up too late.  Have fun 
1,"@SommelierSara so, wait, i could have national &quot;machinecpa is the best day&quot; if i wanted? "
1,"is looking forward to this evening hack, and this evening in general  all packed and pritty much ready to go go go"
1,"@mpers  I think @neighbo is great, want to think about how we can use it and get the most from it."
1,is not sure how twitter works to be honest! 
1,"time to start first day of internship... o the glory  #squarespace - like everyone says, make a believer out of me"
1,Going shopping! 
1,"@tyk505 That's ok!  We could always get together on a Thurs nite, too, hubs is in school!"
1,@KyeLani Read the tweet again...doofus! 
1,"Busy day; work for beautystat, laundry, &amp; doing Arlene's makeup for a dinner "
1,@LCRealEstate Thank you! You too 
1,if your bored and want a wee giggle http://tinyurl.com/c7motw few silly things i have said  @violetscruk
1,gmorning! review day and then going to see the classic crime tonight 
1,"lmfao. not everyone can beauty breathe. ahaha, that made my morning. getting ready for the beach "
1,Gooodmorning 
1,Good Morning Tweetland! 
1,Heh. RocketDock is so awesome. Glad I don't have to buy an expensive mac to use its fun features 
1,@pea0295 Okay I have to go to school now...I will talk to ya later! 
1,@cowriegirl check this one out  http://www.wacom.com/bambootablet/bamboofun.php
1,@khebbie Those are not expensive  http://twurl.nl/v47hza ... Anyway there's a nice overview here: http://twurl.nl/2hnmjw
1,"@GeorgePoles Me too. But was thinking it's got to be worth a look, even if some of the greats aren't there. It's still a great movement! "
1,What a beautiful day! We've been having spring in the morning and summer in the afternoon. Please let it go on forever! 
1,"Last exam over, never have to wear that uniform again  could be interesting how all this turns out :/"
1,I hope I have a nice day  first let's check the news
1,@sitartattoo i'll give you a phone later about it 
1,@SarY_ChaN   
1,@kate_martini Found him this morning  one of my roommates must have left the door open...
1,"@sarahlay DEAL!got whole week off cant say looking forward to filling the days,oh my god im such a grumpy guts!! NO MORE!! "
1,i wanna go back to germany soon. and i'd like to go to spain too  i've never been there.
1,@poppymom Awww you must be really tired today. I miss you-sorry I've been a &quot;virtual stranger&quot; lately 
1,@SensitivePantry @stellargy @ldurf  Thanks so much ! 
1,@icasp i'm in Paris tomorrow i think i've some time for a beer around 6pm? or maybe before 
1,Richard Stallman never showers: he runs 'make clean'. @divinjohn i liked this 
1,@melody1976 Cool...just don't want to piss him off or drive him crazy!   But I will continue to give him shit!  LOL
1,@Twixer1 Top of the mornin' to ya Twix   Have a great day!
1,Looking up sound boards 
1,@MakeupLoveer How did you exam go? 
1,@Saigonjovi I had to keep up with the jones 
1,@_alps u cant defeat @brainstuck in war of words 
1,@DaEyeCandy dang fool i forgot to txt you back yesterday.. you gotta tell me what happened later 
1,"Quadrupole checking timeline before it's sent out- it feels so FINAL once it starts to distribute, I just want it to be perfect "
1,i think i am very lucky 
1,@FairCakeLondon Literally! 
1,@djayShazam Hey Shazam! I really love that &quot;Open Your Eyes&quot; by Dwele! I've never listened 2 him like that before! 
1,@djveeder there are some days . . . I'm just not quite sure 
1,@Karageorgakis way to go! 
1,Urgh what a day! Im finally getting some dinner though  its band tonight i need to get some fuck to bring to that  fuck as fuck
1,Just woke up. Yay for noo school. Good morning everybody 
1,Swim practice byeeee 
1,Passed the re-qualification  Now it's time for some working out followed by some phone calls. Or maybe I'll make the phone calls first...
1,@somnambulant I'm following you. You better post more videos now 
1,"Especially love biting into the dried cranberries. Or &quot;craisins,&quot; if you will. "
1,@moomimmel Ur too kind really 
1,@marthaschreieck &quot;new shoes&lt;3&quot;. by the way; I really like the clothes you wear !amazing style &lt;3 
1,@VeniceRowe ah bizee bee!  how's work? where ya staying in bbay?
1,@indiefixx Awesome new feature - who doesn't need more craft projects? Love the pattern paper chosen as well. 
1,@DavidArchie it's been a month since your concert here in the philippines. we miss you! 
1,@Wolfrum Your welcome 
1,@babilorentz lol one of my favourite mcfly songs  Xx
1,Last day of school till october 
1,@Blondie2120 Me neither  I was a huge fan of them Back then and now they are back 
1,Watching simpson in history lol 
1,@atticusblatt heey! hows u? 
1,Paramore tonight 
1,@goodlaura Hmm. &quot;Where are they going?&quot; or &quot;Where they ever there?&quot; 
1,@freenabella aaww glad you like them 
1,Good Morning Twitters. . .I am already here at work.... 
1,@holidaypad You're quite welcome 
1,I could start a really nice collection of tweeted cups of tea pics from today. @threnn's http://twitpic.com/7jjh0 would be in there 
1,@ItsMichy the music is going to be great. @taans @biznezninja @_digitallove are all going. 
1, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v
1,@slanehart he did!!! You didn't watch??? Shame!!! 
1,So thankful for my family and friends 
1,"@RoryGilmore Aww that's sweet. I'm a sucker for cake, trust me. Any occasion with cake, I'm there "
1,"@CiMarsLover hi darling i'm ok i hope u too. no, i'm sure u too "
1,@pir8gold You are hereby appointed the Czar of bumper stickers.  #tcot
1,@BradHart You won't know until you try 
1,@Im_X1 If Joyce was translated into English I think more people might give him a try. 
1,@essteeyou Yahup 
1,Vou cantar hojee  weeba ! o/
1,@DuongSheahan got a link to the post? 
1,"ughhhhhh school til 1:30, than its time for LVATT and possibly a new phone     "
1,@glossmenagerie Gotta look out for our sisters having a bad day! 
1,@OfficialTL Oh my God!!!!  We love New Moon and We love youu!! You're beautiful!!  We hope to see you soon! Byee Tay!  xD
1,"@coderanger Oh, do I miss it....  http://pic.gd/a32dff"
1,@andymcnally so far so good   &lt;&lt;hugs&gt;&gt; take care of yourself hun n enjoy your day â¥
1,After today will be going on a detoxing diet  no more coffee after today !
1,@michaelheredia nope. No free version. It's an app I have. Any app on the apple store can be mine for $0 
1,@pixel_juice  a favorite meal and song 
1,"homeeee... Dance,subaru was great "
1,@JilliAnthemette Thank you my dear. Eye of the beholder I'm sure. 
1,On my way to mexicali  Vacay time. Lol
1,Is a happyfish 
1,@peoplemag: Hope I at least finish in the top ten! 
1,Just woke up.  lol. &amp;&amp; hunqry.
1,"summer 2009 will be great, I can't wait "
1,@_CorruptedAngel  thanks for the ff - much appreciated  got those photos yet? :-O x
1,"@astrodominie sometimes, the mind is a scary place "
1,"@vargasl Aaah, and see I'm about to leave the Vegas sun/heat and trade it for TX sun/heat... Boston is great though, you'll love it! "
1,@spb73 hows the detox going 
1,"@islesrebelangel aww you are sweet!  thank you!  it's a beyotch to straighten.. it's naturally curly. a bit longer now, too.  "
1,"@Queen_Of_Tarts No problems, sweety "
1,@IamJalencash thats a good way to think about it...i guess 
1,Are u guys awake yet it's like 12:30 at night here 
1,is feeling better....the music really works! watching the lil kids today..and now...NUMBERS  1...2...3...
1,i think its time for a double decker yogo 
1,"buah...back from bowling , about to go  with my cos , the world is ready for us , lets go people , lets goooo !"
1,YAY House is the most watched TV show in the world! 
1,@hobnobsftww_  Lmaoo was a funny day though 
1,Good Morning World 
1,Im from Co. Limerick  where are you from? Ahh i found out the tickets are really dear for this. Omg! :-o
1,julidamizing - for those who know 
1,Watching the Disney Channel because it's JONAS DAY and they have Behind the Scenes footage for the World Tour 
1,"@MissDibbs Yes, thank you, I found it! I hope you're feeling better, we're doing fine so far. "
1,@fyreball13 @RichLovatt He's not.  He's just some fish dude.  A wannabe Aquaman. 
1,@jordanknight http://bit.ly/AAMZf Can anyone catch Jordan Knight? NOOOOO!!! 
1,@Nickxm i got tired of the color i had  lol
1,No damage done today...room for  more wkend shoppin  v
1,@MarkusFeehily @nickybyrneoffic WE MISS YOU HERE IN MANILA!  Have a good day! 
1,@YUNGSKOOL100 Happy birthday to him from twitterworld!! He is truly blessed with another wonderful year of life 
1,Class #2 tomorrow.  Parking and such.
1,"@katq8 scary. chicken pox, now this? "
1,"@kaddyi Nope!  Haha, you're coming here? *_*"
1,"@lighttrickphoto Coool, so u r from Finland ? "
1,"@noamhirsch thanks!  &amp; you will, I promise!"
1,"My iPhone took about 1.5 hrs to charge enough to turn it on this morning... #squarespace, how about a new one?? "
1,"still tired from last night, and still cant believe it "
1,cant wait to be done school im sooo done..FUTURE WIFEY 
1,There will be new pictures son on the site! Be sure to check back regularly 
1,@vancheese told u another &quot;manic&quot; to live with 
1,Morning every1... Off2 go get my gay husband  lol
1,@Quotergirl  Ummm If this was FB and there was a LIKES THIS button it would have been CLICKED!  YAY COFFEE!!!!
1,@Bettyispretty yes this sat night LOL woohoo 
1,"just woke up. ugh had the longest day yesterday. with my cuz whose amazingly funny, luv ya girl!!!!!!!!!  IN LOVE WITH A SPECIAL PERSON"
1,"@realtorBryce Ha, thanks, Mums.  "
1,@TimNekritz All part of my new shorter is better than nothing blogging effort. 
1,BYE TWITTER. 
1,Let's have a poll - will someone else clean up this mess - or just work/walk around it &amp; leave it for me to do? .... 
1,I'm going to watch weeds in your room  @tmntmetalhead68
1,Is madly in love with her costumes!!! ..and my sistersâ costumes!  Everyone looks great.  Canât wait for next week!!!! 
1,@DavidT2006 delicious ................... 
1,@heylu I know!! 
1,gunna have brunch and watch The Rocker 
1,"Proctor, this one's for you: http://washingtondc.trapezeschool.com/ -- and it's right downtown! "
1,Watching hannah montana 
1,"Getting ready to head over to campus soon, yay for getting my tooth fixed tomorrow "
1,@Jonasbrothers getting it later today 
1,"Inside a Dove chocolates wrapper: &quot;Chocolate therapy is, oh, so good.&quot; Yup. It is. "
1,"Okay, sure does seem like a lot of people's twitter and facebook accounts are being hacked.. Change your passwords everyone!  "
1,#haveyouever followed a soap-opera?  I follow As The World Turns 
1,"@friar_zero hah, we should combine forces "
1,Hello new followers! Let's talk. 
1,@edcunning awesome I'll have to check it out. Thanks for the review 
1,@Catherine_Smith 
1,"@Angelbstar hehe  yeah I hope I go too it looks awesome line up , So how are you on this lovely day darling  xxxx"
1,"Right we're packing up ready too go i seriously cant wait my uncle totally rawks at this stuff, so bye ill update tmoz sometime!! "
1,Mail + Spamsieve = #success. Gmail spam filter = predictable success 
1,@kruel74 pleased to meet you at @kidchan studio this evening 
1,@lipstickscars woo-hoo! I'll email you in five minutes 
1,"I'm going with the folks too, so it will be more fun.  We will definitely be using the stroller. No touching!!"
1,"Good Morning twitter!!!  Going to be a lovely, if not super busy, day!!!!  Yay to the sunshine "
1,Nice to see that the maintenance has been rescheduled in respects of #iranelection. Good Twitter! 
1,Just learned how to do a proper middle kick block &quot;hara uke&quot; during Shorinji Kempo martial arts class. 
1,#haveyouever been so mad without a reason? YAP! 
1,@melody1976 I met him 16 yrs ago and he was the sweetest!Would never want to do anything to upset him.He's always been my man...love him! 
1,"finsihed reading FIANLLY..1703..words..lols okyay! done!!tomorrow,BASS AM FULL BLAST after skool =D yays lols  NO MORE ASSIGNMENTS...EVER"
1,&quot;No results for oetmannshausen&quot; Hey why is nobody tweeting about Oetmannshausen-City? 
1,@JessIkaheimonen I need followers too 
1,@andyclemmensen Lovee you 
1,"singing along to Queen, in the sun, good times "
1,http://bit.ly/XiWlG via @addthis check this out! we'd love to be a sponsor one day 
1,"@GrahamColton Good, because if I have to continue to resort to illegal downloads, you have no one to blame but yourself. "
1,Searching how to know my self! and ... how to find a good girlfriend 
1,"Working, glad to be employed "
1,About to go sout to sell cookies to the people. Cookies forr all  Just for 50 NOK you will recieve a free box of cookies ;)
1,BABY DON'T CRY SAY &quot;FUCK YOU&quot; AND SMILE 
1,In Omaha waiting for our team to play..... This place rocks!!  SMTT
1,"@headlinepayoff never be ashamed of liking or having liked coheed, it's like people pretending not to like blink-182.what's not to like?! "
1,"Today's the day folks. 16 more followers and I'm at 2,000. Only then can I truly be happy. Only THEN can my life have meaning "
1,@aulia Good to know. Give him a hug 
1,Eliza was napping on the bathroom rug. I love holding a little furry cat in the morning. 
1,"I'd like to note that the newest version of @TwitterFox has all kinds of snazzy new features, and you should all go check it out! "
1,Feelin' Good today... &quot;You must embrace pain and burn it as fuel for your journey&quot;  A good friend of mine showed me this.
1,"Sooooo jetlagged ha!  Extra espresso needed, stat! Off to teach asl, then me thlnks gunna just plop down on my sofa tonlght! "
1,@djmisskai Namaste  How are you feelin?
1,"@dannywood Hi, Danny!!!!!!!! Much love from Brazil! Beijos! "
1,@spunkransomed3 Yeah me and Tri are secretly twins LOL  Yeah Cork-thats cool not too far away! 
1,"@Jonasbrothers awwww, yay I got mine at midnight last nighttt  well, this morning, l0l"
1,Note to Self:  Lay fitness magazine everywhere in my house for motivation.  
1,is goin to Six Flags over here  all day
1,Happy Tuesday! I hope everyone has a fabulous day  MuteMath &quot;Chaos&quot; â« http://blip.fm/~8bi0c
1,You belong with me by Taylor Swift. How come I don't know about this awesome song?  Slacking off now.
1,Just got the internet back up after it broke last night! Oh how I missed you Twiiter.  
1,"@jarmon I am a NECROVILLE fan, but HSM3 is the ultimate in grueling horror "
1,has no more exams! 
1,@rosetreats my stomping grounds 
1," that the Chip/Celena/Chris trio (aka SeeWhySound) is playing two gigs this week, and hope you can check one out. Really wonderful songs."
1,@mattinnes - love your vocab... had to look that one up: astute 
1,going to stop complaining now.  Got a sweet little writing gig with a famous French handbag company and they pay in Euros 
1,@mafiafamily I get dibs on the Getaway Car. 
1,@JasonSpector Dig vs Delicious? Isn't that like Apples vs Fish or something? I don't see them as comparable... Both useful 
1,Must sleep already. Have to wake up early tom so i won't be rushing like I did this morning. 
1,@lialene have a nice dream 
1,PS just texting me (twice!) to test my fortitude...and I have NOT replied via text. 1 point for me! 
1,had a great lunch time with Work Experience Interns 
1,@dannywood they finally opened a Powerhouse Gym by me...no more working out at home 
1,Yippeee! I jus bought my Miley Cyrus tickets frm ticketluck.com &amp; used their code CAROL and saved a lot of extra $!!! 
1,"@filos that doesn't count, it's alpha and doesn't have flash last I checked "
1,@Jonasbrothers Yeah. ! We love LVaTT . x D This album is the best. ! Come to Poland. 
1,is back from his JB trip.  will upload pictures real soon...
1,@tonyhawk very cute 
1,@MoniLuv22 That will do too! 
1,Chocolate banana pancakes for breakfast today- think I'll top them with some apple chunks. Tasty guilt-free indulgence 
1,@Propaganda2 YES IM GREAT 
